design_series|field|verdict|corrected_value|confidence|source|batch
VVER-1200|number_of_turbines|CONFIRMED||HIGH|Modern Power Systems / Power Machines K-1200-6.8/50 turbine record (single turbine set per unit)|specs_05.psv
VVER-1200|turbine_speed_rpm|CONFIRMED||HIGH|"Modern Power Systems ""VVER-1200 plans become concrete"" (Power Machines full-speed turbines for Novovoronezh II/Leningrad II)"|specs_05.psv
VVER-1200|low_pressure_sections|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (one HP cylinder, four LP cylinders)|specs_05.psv
VVER-1200|live_steam_pressure_bar|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine designation (6.8 MPa = 68 bar live steam pressure)|specs_05.psv
VVER-1200/392B|thermal_power_mwth|CONFIRMED||HIGH|INIS-IAEA VVER-1200 record + Springer VVER-1200 thermal paper|specs_05.psv
VVER-1200/392B|fuel_type|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392B|moderator|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392B|coolant|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392B|number_of_coolant_loops|CONFIRMED||HIGH|Springer VVER-1200 paper (four loops)|specs_05.psv
VVER-1200/392B|operating_pressure_bar|CONFIRMED||MED|Wikipedia VVER table (165.1 bar vs DB 162 bar)|specs_05.psv
VVER-1200/392B|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.69% within DB range)|specs_05.psv
VVER-1200/392B|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.73 m exact match)|specs_05.psv
VVER-1200/392B|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found for VVER-1200 core diameter|specs_05.psv
VVER-1200/392B|number_of_fuel_assemblies|CONFIRMED||HIGH|Springer VVER-1200 paper + Wikipedia VVER table|specs_05.psv
VVER-1200/392B|number_of_control_elements|CONFIRMED||HIGH|sapub Journal Neutronic Analysis of the VVER-1200 (121 RCCAs)|specs_05.psv
VVER-1200/392B|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (328.6C vs DB 329C)|specs_05.psv
VVER-1200/392B|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (298.2C vs DB 298C)|specs_05.psv
VVER-1200/392B|number_of_steam_generators|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report (four PGV-1000MKP steam generators)|specs_05.psv
VVER-1200/392B|fuel_assembly_type|CONFIRMED||HIGH|Springer VVER-1200 paper|specs_05.psv
VVER-1200/392B|average_burnup_mwd_per_t|UNVERIFIABLE||MED|Wikipedia VVER table gives 55500 MWd/t vs DB 60000 MWd/t, basis mismatch not resolved|specs_05.psv
VVER-1200/392B|number_of_turbines|CONFIRMED||HIGH|nsenergybusiness.com/power-technology Belarusian NPP project profile (Power Machines supplying two complete turbine sets, one per unit)|specs_05.psv
VVER-1200/392B|turbine_speed_rpm|CONFIRMED||HIGH|"power-technology.com Belarusian NPP project profile (""1,200MW high-speed steam turbines"" supplied by Power Machines)"|specs_05.psv
VVER-1200/392B|low_pressure_sections|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (four LP cylinders)|specs_05.psv
VVER-1200/392B|live_steam_pressure_bar|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine designation (68 bar)|specs_05.psv
VVER-1200/392M|thermal_power_mwth|CONFIRMED||HIGH|INIS-IAEA VVER-1200 record + Springer VVER-1200 thermal paper|specs_05.psv
VVER-1200/392M|fuel_type|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392M|moderator|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392M|coolant|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/392M|number_of_coolant_loops|CONFIRMED||HIGH|Springer VVER-1200 paper (four loops)|specs_05.psv
VVER-1200/392M|operating_pressure_bar|CONFIRMED||MED|Wikipedia VVER table (165.1 bar vs DB 162 bar)|specs_05.psv
VVER-1200/392M|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.69% within DB range)|specs_05.psv
VVER-1200/392M|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.73 m exact match)|specs_05.psv
VVER-1200/392M|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found for VVER-1200 core diameter|specs_05.psv
VVER-1200/392M|number_of_fuel_assemblies|CONFIRMED||HIGH|Springer VVER-1200 paper + Wikipedia VVER table|specs_05.psv
VVER-1200/392M|number_of_control_elements|CONFIRMED||HIGH|sapub Journal Neutronic Analysis of the VVER-1200 (121 RCCAs)|specs_05.psv
VVER-1200/392M|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (328.6C vs DB 329C)|specs_05.psv
VVER-1200/392M|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (298.2C vs DB 298C)|specs_05.psv
VVER-1200/392M|number_of_steam_generators|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report; Novovoronezh II (V-392M) four PGV-1000MKP steam generators|specs_05.psv
VVER-1200/392M|fuel_assembly_type|CONFIRMED||HIGH|Springer VVER-1200 paper|specs_05.psv
VVER-1200/392M|average_burnup_mwd_per_t|UNVERIFIABLE||MED|Wikipedia VVER table gives 55500 MWd/t vs DB 60000 MWd/t, basis mismatch not resolved|specs_05.psv
VVER-1200/392M|number_of_turbines|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report (Novovoronezh II turbines supplied by Power Machines, one per unit)|specs_05.psv
VVER-1200/392M|turbine_speed_rpm|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report (Novovoronezh II units full-speed Power Machines turbines)|specs_05.psv
VVER-1200/392M|low_pressure_sections|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (four LP cylinders)|specs_05.psv
VVER-1200/392M|live_steam_pressure_bar|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine designation (68 bar)|specs_05.psv
VVER-1200/491|thermal_power_mwth|CONFIRMED||HIGH|INIS-IAEA VVER-1200 record + Springer VVER-1200 thermal paper|specs_05.psv
VVER-1200/491|fuel_type|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/491|moderator|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/491|coolant|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/491|number_of_coolant_loops|CONFIRMED||HIGH|Springer VVER-1200 paper (four loops)|specs_05.psv
VVER-1200/491|operating_pressure_bar|CONFIRMED||MED|Wikipedia VVER table (165.1 bar vs DB 162 bar)|specs_05.psv
VVER-1200/491|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.69% within DB range)|specs_05.psv
VVER-1200/491|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.73 m exact match)|specs_05.psv
VVER-1200/491|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found for VVER-1200 core diameter|specs_05.psv
VVER-1200/491|number_of_fuel_assemblies|CONFIRMED||HIGH|Springer VVER-1200 paper + Wikipedia VVER table|specs_05.psv
VVER-1200/491|number_of_control_elements|CONFIRMED||HIGH|sapub Journal Neutronic Analysis of the VVER-1200 (121 RCCAs)|specs_05.psv
VVER-1200/491|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (328.6C vs DB 329C)|specs_05.psv
VVER-1200/491|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (298.2C vs DB 298C)|specs_05.psv
VVER-1200/491|number_of_steam_generators|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report; Leningrad II (V-491) four PGV-1000MKP steam generators|specs_05.psv
VVER-1200/491|fuel_assembly_type|CONFIRMED||HIGH|Springer VVER-1200 paper|specs_05.psv
VVER-1200/491|average_burnup_mwd_per_t|UNVERIFIABLE||MED|Wikipedia VVER table gives 55500 MWd/t vs DB 60000 MWd/t, basis mismatch not resolved|specs_05.psv
VVER-1200/491|number_of_turbines|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report (Leningrad II turbines supplied by Power Machines, one per unit)|specs_05.psv
VVER-1200/491|turbine_speed_rpm|CONFIRMED||HIGH|"Modern Power Systems ""VVER-1200 plans become concrete"" (Leningrad II units 1&2 full-speed type turbines from Power Machines)"|specs_05.psv
VVER-1200/491|low_pressure_sections|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (four LP cylinders)|specs_05.psv
VVER-1200/491|live_steam_pressure_bar|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine designation (68 bar)|specs_05.psv
VVER-1200/509|thermal_power_mwth|CONFIRMED||HIGH|INIS-IAEA VVER-1200 record + Springer VVER-1200 thermal paper|specs_05.psv
VVER-1200/509|fuel_type|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/509|moderator|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/509|coolant|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/509|number_of_coolant_loops|CONFIRMED||HIGH|Springer VVER-1200 paper (four loops)|specs_05.psv
VVER-1200/509|operating_pressure_bar|CONFIRMED||MED|Wikipedia VVER table (165.1 bar vs DB 162 bar)|specs_05.psv
VVER-1200/509|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.69% within DB range)|specs_05.psv
VVER-1200/509|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.73 m exact match)|specs_05.psv
VVER-1200/509|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found for VVER-1200 core diameter|specs_05.psv
VVER-1200/509|number_of_fuel_assemblies|CONFIRMED||HIGH|Springer VVER-1200 paper + Wikipedia VVER table|specs_05.psv
VVER-1200/509|number_of_control_elements|CONFIRMED||HIGH|sapub Journal Neutronic Analysis of the VVER-1200 (121 RCCAs); ResearchGate Akkuyu V-392M/V-509 diagram confirms shared NSSS design lineage|specs_05.psv
VVER-1200/509|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (328.6C vs DB 329C)|specs_05.psv
VVER-1200/509|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (298.2C vs DB 298C)|specs_05.psv
VVER-1200/509|number_of_steam_generators|CONFIRMED||HIGH|"ResearchGate ""HA-2 Second stage passive ECCS (VVER-1200 V-392M/V-509)"" diagram + Modern Power Systems VVER-1200 report (four-loop NSSS, four steam generators)"|specs_05.psv
VVER-1200/509|fuel_assembly_type|CONFIRMED||HIGH|Springer VVER-1200 paper|specs_05.psv
VVER-1200/509|average_burnup_mwd_per_t|UNVERIFIABLE||MED|Wikipedia VVER table gives 55500 MWd/t vs DB 60000 MWd/t, basis mismatch not resolved|specs_05.psv
VVER-1200/509|number_of_turbines|CONFIRMED||HIGH|"World Nuclear News ""Turbine equipment for Akkuyu 1 delivered"" / ""First turbine module delivered for Akkuyu plant"" (one Arabelle turbine set per Akkuyu unit)"|specs_05.psv
VVER-1200/509|turbine_speed_rpm|CONFIRMED||HIGH|"World Nuclear News Akkuyu turbine coverage + Nuclear Engineering International ""Arabelle goes to new lengths"": Akkuyu uses GE/Arabelle Solutions half-speed 1500 rpm turbines (matches DB's 1500, distinct from other VVER-1200 rows' 3000 rpm)"|specs_05.psv
VVER-1200/509|low_pressure_sections|UNVERIFIABLE||LOW|Confirmed Akkuyu uses Arabelle half-speed turbine (distinct from Power Machines K-1200-6.8/50's 4-LP-cylinder full-speed design) but could not retrieve Arabelle's specific LP cylinder count for Akkuyu|specs_05.psv
VVER-1200/509|live_steam_pressure_bar|CONFIRMED||MED|Live steam pressure is set by steam generator/secondary-side design (68 bar per K-1200-6.8/50 designation) which is common across VVER-1200 turbine-vendor variants; not turbine-specific|specs_05.psv
VVER-1200/523|thermal_power_mwth|CONFIRMED||HIGH|INIS-IAEA VVER-1200 record + Springer VVER-1200 thermal paper|specs_05.psv
VVER-1200/523|fuel_type|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/523|moderator|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/523|coolant|CONFIRMED||HIGH|Springer VVER-1200 thermal characteristics paper|specs_05.psv
VVER-1200/523|number_of_coolant_loops|CONFIRMED||HIGH|Springer VVER-1200 paper (four loops)|specs_05.psv
VVER-1200/523|operating_pressure_bar|CONFIRMED||MED|Wikipedia VVER table (165.1 bar vs DB 162 bar)|specs_05.psv
VVER-1200/523|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (4.69% within DB range)|specs_05.psv
VVER-1200/523|core_height_m|CONFIRMED||MED|Wikipedia VVER table (3.73 m exact match)|specs_05.psv
VVER-1200/523|core_diameter_m|UNVERIFIABLE||LOW|No explicit 3.16 m figure found for VVER-1200 core diameter|specs_05.psv
VVER-1200/523|number_of_fuel_assemblies|CONFIRMED||HIGH|Springer VVER-1200 paper + Wikipedia VVER table|specs_05.psv
VVER-1200/523|number_of_control_elements|CONFIRMED||HIGH|sapub Journal Neutronic Analysis of the VVER-1200 (121 RCCAs)|specs_05.psv
VVER-1200/523|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (328.6C vs DB 329C)|specs_05.psv
VVER-1200/523|inlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (298.2C vs DB 298C)|specs_05.psv
VVER-1200/523|number_of_steam_generators|CONFIRMED||HIGH|Modern Power Systems VVER-1200 report (four-loop NSSS, four steam generators standard across VVER-1200 family)|specs_05.psv
VVER-1200/523|fuel_assembly_type|CONFIRMED||HIGH|Springer VVER-1200 paper|specs_05.psv
VVER-1200/523|average_burnup_mwd_per_t|UNVERIFIABLE||MED|Wikipedia VVER table gives 55500 MWd/t vs DB 60000 MWd/t, basis mismatch not resolved|specs_05.psv
VVER-1200/523|number_of_turbines|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (single turbine set per unit, standard VVER-1200 configuration)|specs_05.psv
VVER-1200/523|turbine_speed_rpm|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 full-speed turbine record|specs_05.psv
VVER-1200/523|low_pressure_sections|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine record (four LP cylinders)|specs_05.psv
VVER-1200/523|live_steam_pressure_bar|CONFIRMED||HIGH|Power Machines K-1200-6.8/50 turbine designation (68 bar)|specs_05.psv
VVER-210|thermal_power_mwth|CONFIRMED||HIGH|"Wikipedia ""VVER"" technical specifications table + ""Novovoronezh Nuclear Power Plant"" article (VVER-210 thermal output 760 MWth, first VVER commissioned 1964)"|specs_05.psv
VVER-210|fuel_type|CONFIRMED||HIGH|Standard across VVER family per Wikipedia VVER article (UO2 fuel)|specs_05.psv
VVER-210|moderator|CONFIRMED||HIGH|Wikipedia VVER article (light water moderated, defining feature of VVER vs RBMK)|specs_05.psv
VVER-210|coolant|CONFIRMED||HIGH|Wikipedia VVER article (light water coolant)|specs_05.psv
VVER-210|number_of_coolant_loops|UNVERIFIABLE||LOW|Could not retrieve an explicit source confirming six coolant loops for VVER-210 specifically|specs_05.psv
VVER-210|operating_pressure_bar|CONFIRMED||HIGH|Wikipedia VVER technical specifications table (VVER-210 first-circuit pressure column value converts to 100 bar, exact match)|specs_05.psv
VVER-210|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (VVER-210 enrichment 2.0%, within DB's 2.0-3.0% range)|specs_05.psv
VVER-210|core_height_m|CONFIRMED||MED|Wikipedia VVER table (VVER-210 core height 2.50 m, exact match)|specs_05.psv
VVER-210|core_diameter_m|UNVERIFIABLE||LOW|No source found giving VVER-210 core diameter|specs_05.psv
VVER-210|number_of_fuel_assemblies|WRONG|349|MED|Wikipedia VVER technical specifications table lists VVER-210 fuel assemblies as 349, contradicting DB's 312|specs_05.psv
VVER-210|number_of_control_elements|UNVERIFIABLE||LOW|No source found giving VVER-210 control element/absorber count specifically (73 could not be confirmed or refuted)|specs_05.psv
VVER-210|outlet_temperature_c|CONFIRMED||MED|Wikipedia VVER table (VVER-210 core coolant outlet 269C vs DB 270C, within rounding)|specs_05.psv
VVER-210|number_of_steam_generators|UNVERIFIABLE||LOW|No source found independently confirming six steam generators for VVER-210|specs_05.psv
VVER-210|fuel_assembly_type|CONFIRMED||HIGH|Wikipedia VVER article (hexagonal fuel assemblies standard across VVER family)|specs_05.psv
VVER-210|average_burnup_mwd_per_t|WRONG|13000|MED|Wikipedia VVER technical specifications table lists VVER-210 average burnup as 13.0 MWd/kg (13000 MWd/t), contradicting DB's 20000|specs_05.psv
VVER-210|number_of_turbines|UNVERIFIABLE||LOW|No turbine documentation found specific to VVER-210 (Novovoronezh-1, decommissioned, pre-dates well-documented K-series turbine designations)|specs_05.psv
VVER-210|turbine_speed_rpm|UNVERIFIABLE||LOW|No turbine documentation found specific to VVER-210|specs_05.psv
VVER-365|thermal_power_mwth|CONFIRMED||HIGH|"Wikipedia VVER technical specifications table + Global Energy Monitor ""Novovoronezh nuclear power plant"" (VVER-365 thermal output 1325 MWth, unit gross capacity 365 MWe)"|specs_05.psv
VVER-365|fuel_type|CONFIRMED||HIGH|Standard across VVER family per Wikipedia VVER article|specs_05.psv
VVER-365|moderator|CONFIRMED||HIGH|Wikipedia VVER article (light water moderated)|specs_05.psv
VVER-365|coolant|CONFIRMED||HIGH|Wikipedia VVER article (light water coolant)|specs_05.psv
VVER-365|number_of_coolant_loops|UNVERIFIABLE||LOW|Could not retrieve an explicit source confirming six coolant loops for VVER-365 specifically|specs_05.psv
VVER-365|operating_pressure_bar|CONFIRMED||HIGH|Wikipedia VVER technical specifications table (VVER-365 first-circuit pressure column value converts to 105 bar, exact match)|specs_05.psv
VVER-365|enrichment_pct|CONFIRMED||MED|Wikipedia VVER table (VVER-365 enrichment 3.0%, within DB's 2.0-3.0% range)|specs_05.psv
VVER-365|core_height_m|WRONG|2.50|MED|Wikipedia VVER technical specifications table lists VVER-365 core height as 2.50 m, contradicting DB's 2.42 m|specs_05.psv
VVER-365|core_diameter_m|UNVERIFIABLE||LOW|No source found giving VVER-365 core diameter|specs_05.psv
VVER-365|number_of_fuel_assemblies|CONFIRMED||MED|Wikipedia VVER technical specifications table (VVER-365 fuel assemblies 349, exact match)|specs_05.psv
VVER-365|number_of_control_elements|UNVERIFIABLE||LOW|No source found giving VVER-365 control element/absorber count specifically|specs_05.psv
VVER-365|outlet_temperature_c|WRONG|275|MED|Wikipedia VVER technical specifications table lists VVER-365 core coolant outlet as 275C, contradicting DB's 290C|specs_05.psv
VVER-365|number_of_steam_generators|UNVERIFIABLE||LOW|No source found independently confirming six steam generators for VVER-365|specs_05.psv
VVER-365|fuel_assembly_type|CONFIRMED||HIGH|Wikipedia VVER article (hexagonal fuel assemblies standard across VVER family)|specs_05.psv
VVER-365|average_burnup_mwd_per_t|CONFIRMED||MED|Wikipedia VVER technical specifications table (VVER-365 average burnup 27.0 MWd/kg = 27000 MWd/t vs DB 28000, within rounding)|specs_05.psv
VVER-365|number_of_turbines|UNVERIFIABLE||LOW|No turbine documentation found specific to VVER-365 (Novovoronezh-2, decommissioned 1990, pre-dates well-documented K-series turbine designations)|specs_05.psv
VVER-365|turbine_speed_rpm|UNVERIFIABLE||LOW|No turbine documentation found specific to VVER-365|specs_05.psv
VVER-440/179|thermal_power_mwth|CONFIRMED||MED|Web search synthesis of VVER-440 technical literature (INIS-IAEA fuel-cycle papers): thermal power 1375 MWth|specs_06.psv
VVER-440/179|fuel_type|CONFIRMED||HIGH|VVER-440 technical literature (INIS-IAEA, ResearchGate VVER-Type Reactors of Russian Design): UO2 fuel|specs_06.psv
VVER-440/179|moderator|CONFIRMED||HIGH|VVER-440 technical literature: light-water moderated PWR-type design|specs_06.psv
VVER-440/179|coolant|CONFIRMED||HIGH|VVER-440 technical literature: light water primary coolant|specs_06.psv
VVER-440/179|number_of_coolant_loops|CONFIRMED||HIGH|Long-Term Operation of VVER Power Plants (ResearchGate/InTech): six main coolant pumps and loops|specs_06.psv
VVER-440/179|operating_pressure_bar|WRONG|123.0|HIGH|"atomeromu.mvm.hu Paks NPP ""VVER-440/213 - The reactor core"" + ScienceDirect VVER-440 primary circuit papers: nominal primary pressure 123 bar (12.3 MPa)"|specs_06.psv
VVER-440/179|enrichment_pct|UNVERIFIABLE||LOW|Searched INIS-IAEA VVER-440 fuel-cycle literature; found various historical enrichments (1.6/2.4/3.6/3.3/4.38%) but no source confirming a 3.3-3.6% range specific to V-179|specs_06.psv
VVER-440/179|core_height_m|WRONG|2.42|MED|"atomeromu.mvm.hu Paks NPP ""VVER-440/213 - The reactor core"": active core close to a cylinder of 2.42 m height (applied across VVER-440 line sharing common core envelope)"|specs_06.psv
VVER-440/179|core_diameter_m|CONFIRMED||HIGH|atomeromu.mvm.hu Paks NPP reactor core document: core diameter 2.88 m|specs_06.psv
VVER-440/179|number_of_fuel_assemblies|CONFIRMED||MED|atomeromu.mvm.hu Paks NPP document: 312 fuel assemblies + 37 control assemblies = 349 total core positions|specs_06.psv
VVER-440/179|number_of_control_elements|CONFIRMED||HIGH|"VVER-Type Reactors of Russian Design (Springer) / VVER design-evolution search synthesis: ""the original design of VVER-440 type reactors had 73 mechanical control rods"" (V-179 first generation)"|specs_06.psv
VVER-440/179|outlet_temperature_c|WRONG|297.0|HIGH|atomeromu.mvm.hu Paks NPP document + ScienceDirect VVER-440 primary circuit papers: coolant warms to 297°C (hot leg/outlet)|specs_06.psv
VVER-440/179|inlet_temperature_c|WRONG|266.0|HIGH|atomeromu.mvm.hu Paks NPP document + ScienceDirect VVER-440 primary circuit papers: cold leg (inlet) temperature 266°C|specs_06.psv
VVER-440/179|number_of_steam_generators|CONFIRMED||HIGH|Long-Term Operation of VVER Power Plants (InTech/ResearchGate): six steam generators per unit|specs_06.psv
VVER-440/179|fuel_assembly_type|CONFIRMED||HIGH|VVER-440 technical literature: hexagonal fuel assemblies, triangular rod lattice|specs_06.psv
VVER-440/179|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Searched VVER-440 burnup literature; found modern uprated-cycle burnups (38.5-58.4 MWd/kgU) but no source confirming 29000 MWd/t as V-179's original design-basis burnup|specs_06.psv
VVER-440/179|number_of_turbines|CONFIRMED||HIGH|"Wikipedia ""K-500-65/3000 steam turbine"" article + turbine search synthesis: VVER-440 units use one pair of K-220-44 turbines"|specs_06.psv
VVER-440/179|turbine_speed_rpm|CONFIRMED||HIGH|Same source: turbine speed equal to grid frequency, 3000 rpm (50 Hz)|specs_06.psv
VVER-440/179|low_pressure_sections|CONFIRMED||HIGH|Same source: K-220-44 turbine has one HP section and two LP sections|specs_06.psv
VVER-440/179|live_steam_pressure_bar|WRONG|43.1|MED|Same source: steam inlet parameters 241°C and 4.31 MPa (43.1 bar) at K-220-44 turbine|specs_06.psv
VVER-440/213|thermal_power_mwth|CONFIRMED||MED|Web search synthesis of VVER-440 technical literature: thermal power 1375 MWth|specs_06.psv
VVER-440/213|fuel_type|CONFIRMED||HIGH|VVER-440 technical literature: UO2 fuel|specs_06.psv
VVER-440/213|moderator|CONFIRMED||HIGH|VVER-440 technical literature: light water moderator|specs_06.psv
VVER-440/213|coolant|CONFIRMED||HIGH|VVER-440 technical literature: light water coolant|specs_06.psv
VVER-440/213|number_of_coolant_loops|CONFIRMED||HIGH|Long-Term Operation of VVER Power Plants: six loops, six steam generators, six main coolant pumps (V-213 design explicitly, e.g. Paks)|specs_06.psv
VVER-440/213|operating_pressure_bar|WRONG|123.0|HIGH|atomeromu.mvm.hu Paks NPP (V-213) document: nominal primary pressure 123 bar|specs_06.psv
VVER-440/213|enrichment_pct|UNVERIFIABLE||LOW|Searched VVER-440/213 fuel-cycle literature (INIS-IAEA); found modern reload enrichments (4.38-4.87%) but no source confirming an original 3.3-4.4% design-basis range|specs_06.psv
VVER-440/213|core_height_m|WRONG|2.42|MED|atomeromu.mvm.hu Paks NPP (V-213) reactor-core document: active core height 2.42 m|specs_06.psv
VVER-440/213|core_diameter_m|CONFIRMED||HIGH|atomeromu.mvm.hu Paks NPP (V-213) document: core diameter 2.88 m|specs_06.psv
VVER-440/213|number_of_fuel_assemblies|CONFIRMED||HIGH|atomeromu.mvm.hu Paks NPP (V-213) document: 312 fuel assemblies + 37 control assemblies = 349 total|specs_06.psv
VVER-440/213|number_of_control_elements|WRONG|37|HIGH|"atomeromu.mvm.hu Paks NPP (V-213) document + INSP/PNNL VVER-440/213 profile: ""altogether 37 control rods... 30 safety rods... 7 used to control power"""|specs_06.psv
VVER-440/213|outlet_temperature_c|WRONG|297.0|HIGH|atomeromu.mvm.hu Paks NPP (V-213) document: coolant discharges from core at 297°C|specs_06.psv
VVER-440/213|inlet_temperature_c|WRONG|266.0|HIGH|atomeromu.mvm.hu Paks NPP (V-213) document + ScienceDirect VVER-440 primary circuit papers: 266°C inlet|specs_06.psv
VVER-440/213|number_of_steam_generators|CONFIRMED||HIGH|Long-Term Operation of VVER Power Plants: six steam generators|specs_06.psv
VVER-440/213|fuel_assembly_type|CONFIRMED||HIGH|VVER-440 technical literature: hexagonal fuel assemblies|specs_06.psv
VVER-440/213|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Searched VVER-440/213 burnup literature; no source confirming 35000 MWd/t as the design-basis average burnup|specs_06.psv
VVER-440/213|number_of_turbines|CONFIRMED||HIGH|K-220-44 turbine search synthesis: one pair of turbines per VVER-440 unit|specs_06.psv
VVER-440/213|turbine_speed_rpm|CONFIRMED||HIGH|Same source: 3000 rpm|specs_06.psv
VVER-440/213|low_pressure_sections|CONFIRMED||HIGH|Same source: two LP sections|specs_06.psv
VVER-440/213|live_steam_pressure_bar|WRONG|43.1|MED|Same source: K-220-44 turbine inlet steam 4.31 MPa (43.1 bar)|specs_06.psv
VVER-440/230|thermal_power_mwth|CONFIRMED||MED|Web search synthesis of VVER-440 technical literature: thermal power 1375 MWth|specs_06.psv
VVER-440/230|fuel_type|CONFIRMED||HIGH|VVER-440 technical literature: UO2 fuel|specs_06.psv
VVER-440/230|moderator|CONFIRMED||HIGH|VVER-440 technical literature: light water moderator|specs_06.psv
VVER-440/230|coolant|CONFIRMED||HIGH|VVER-440 technical literature: light water coolant|specs_06.psv
VVER-440/230|number_of_coolant_loops|CONFIRMED||HIGH|Long-Term Operation of VVER Power Plants: six loops standard to VVER-440 line including V-230|specs_06.psv
VVER-440/230|operating_pressure_bar|WRONG|123.0|HIGH|atomeromu.mvm.hu Paks NPP document / ScienceDirect VVER-440 primary circuit papers: 123 bar nominal primary pressure|specs_06.psv
VVER-440/230|enrichment_pct|UNVERIFIABLE||LOW|Searched VVER-440/230 fuel literature; found historical uniform enrichments of 1.6/2.4/3.6% but no source confirming 3.3-3.6% as V-230's specific design range|specs_06.psv
VVER-440/230|core_height_m|WRONG|2.42|MED|atomeromu.mvm.hu Paks NPP document: active core height 2.42 m (common VVER-440 core envelope)|specs_06.psv
VVER-440/230|core_diameter_m|CONFIRMED||HIGH|atomeromu.mvm.hu Paks NPP document: core diameter 2.88 m|specs_06.psv
VVER-440/230|number_of_fuel_assemblies|CONFIRMED||MED|atomeromu.mvm.hu Paks NPP document: 349 total fuel+control assembly positions, standard across VVER-440 line|specs_06.psv
VVER-440/230|number_of_control_elements|WRONG|37|HIGH|"VVER-Type Reactors of Russian Design / design-evolution search synthesis: ""In the V-230 design... the number of mechanical control rods was reduced from 73 to 37 due to introduction of boron as a moderator"""|specs_06.psv
VVER-440/230|outlet_temperature_c|WRONG|297.0|HIGH|atomeromu.mvm.hu Paks NPP document: 297°C outlet|specs_06.psv
