reactor_id|plant|unit|field|verdict|confidence|visible|corrected_value|source
354|Balakovo|1|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine/Turbogenerator Plant)|ru.wikipedia.org/Балаковская_АЭС — "турбина К-1000-60/1500-2, изготовленная Харьковским турбогенераторным заводом"
355|Balakovo|2|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
355|Balakovo|2|constructor|WRONG|MED|no|not Atomstroyexport — founded 1998; unit 2 commissioned 1987|date contradiction, same as unit 1
355|Balakovo|2|rpv_manufacturer|WRONG|MED|no|Mixed — Izhora Plants and Atommash both supplied vessels; per-unit assignment not sourced|ru.wikipedia.org/Балаковская_АЭС
355|Balakovo|2|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine/Turbogenerator Plant)|ru.wikipedia.org/Балаковская_АЭС
356|Balakovo|3|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
356|Balakovo|3|constructor|WRONG|MED|no|not Atomstroyexport — founded 1998; unit 3 commissioned 1988|date contradiction, same as unit 1
356|Balakovo|3|rpv_manufacturer|WRONG|MED|no|Mixed — Izhora Plants and Atommash both supplied vessels; per-unit assignment not sourced|ru.wikipedia.org/Балаковская_АЭС
356|Balakovo|3|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine/Turbogenerator Plant)|ru.wikipedia.org/Балаковская_АЭС
357|Balakovo|4|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
357|Balakovo|4|constructor|WRONG|MED|no|not Atomstroyexport — founded 1998; unit 4 commissioned 1993|date contradiction, same as unit 1
357|Balakovo|4|rpv_manufacturer|WRONG|MED|no|Mixed — Izhora Plants and Atommash both supplied vessels; per-unit assignment not sourced|ru.wikipedia.org/Балаковская_АЭС
357|Balakovo|4|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine/Turbogenerator Plant)|ru.wikipedia.org/Балаковская_АЭС
359|Beloyarsk|1|architect_engineer|WRONG|MED|no|Leningrad branch of Teploelektroproekt|ru.wikipedia.org/Белоярская_АЭС — "Техпроект Белоярской АЭС был разработан на основе проектного задания, выполненного Ленинградским отделением «Теплоэлектропроекта»"
359|Beloyarsk|1|constructor|UNVERIFIABLE|N/A|no||ru.wikipedia.org/Белоярская_АЭС — Minsredmash is a ministry; no specific construction trust documented
359|Beloyarsk|1|rpv_manufacturer|CONFIRMED|MED|yes||AMB-100 is a uranium-graphite channel-type reactor (same design family as AM-1/RBMK); no single RPV. Design-family inference, not a direct per-unit citation this session
359|Beloyarsk|1|turbine_supplier|UNVERIFIABLE|N/A|no||no turbine supplier documented for AMB-100
360|Beloyarsk|2|architect_engineer|WRONG|MED|no|Uralteploenergoproekt|ru.wikipedia.org/Белоярская_АЭС — unit 2 technical project attributed to Uralteploenergoproekt (per 1960 design task reference)
360|Beloyarsk|2|constructor|UNVERIFIABLE|N/A|no||same as unit 1
360|Beloyarsk|2|rpv_manufacturer|CONFIRMED|MED|yes||AMB-200 is channel-type (same family as AMB-100); no single RPV. Design-family inference
360|Beloyarsk|2|turbine_supplier|UNVERIFIABLE|N/A|no||no turbine supplier documented for AMB-200
361|Beloyarsk|3|architect_engineer|UNVERIFIABLE|N/A|no||ru.wikipedia.org/Белоярская_АЭС has no AE detail for BN-600
361|Beloyarsk|3|constructor|UNVERIFIABLE|N/A|no||no construction-trust source found for BN-600
361|Beloyarsk|3|rpv_manufacturer|UNVERIFIABLE|N/A|no||BN-600 is a pool-type sodium-cooled fast reactor with a large low-pressure reactor vessel — a different concept than VVER's pressurized RPV; whether "None" is the right database convention for this design is unresolved without a source
361|Beloyarsk|3|turbine_supplier|UNVERIFIABLE|N/A|no||no turbine supplier sourced for BN-600
362|Beloyarsk|4|architect_engineer|UNVERIFIABLE|N/A|no||no AE source found for BN-800
362|Beloyarsk|4|constructor|UNVERIFIABLE|N/A|no||no construction-trust source found for BN-800
362|Beloyarsk|4|rpv_manufacturer|UNVERIFIABLE|N/A|no||same pool-type-vessel ambiguity as BN-600
362|Beloyarsk|4|turbine_supplier|UNVERIFIABLE|N/A|no||no turbine supplier sourced for BN-800
363|Bilibino|1|architect_engineer|WRONG|MED|no|Ural Branch of VNIPIET (VGNIPKII)|ru.wikipedia.org/Билибинская_АЭС — "Уральское отделение ВГНИПКИИ" served as general designer
363|Bilibino|1|constructor|WRONG|HIGH|no|Magadanenergostroi trust (Bilibino NPP Construction Directorate)|ru.wikipedia.org/Билибинская_АЭС — "Bilibino NPP Construction Management of the 'Magadanenergostroi' trust handled construction work"
363|Bilibino|1|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org/Билибинская_АЭС — EGP-6 is "водно-графитовый гетерогенный реактор канального типа" (channel-type), no RPV
363|Bilibino|1|turbine_supplier|WRONG|HIGH|no|Brno Machine-Building Works (Czechoslovak; Velká Bíteš) — foreign supplier, not Power Machines/LMZ|ru.wikipedia.org/Билибинская_АЭС — "Теплофикационные турбины ... были разработаны и изготовлены чешским Брненским машиностроительным заводом"
364|Bilibino|2|architect_engineer|WRONG|MED|no|Ural Branch of VNIPIET (VGNIPKII)|ru.wikipedia.org/Билибинская_АЭС
364|Bilibino|2|constructor|WRONG|HIGH|no|Magadanenergostroi trust|ru.wikipedia.org/Билибинская_АЭС — same plant-wide builder
364|Bilibino|2|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org/Билибинская_АЭС — channel-type, no RPV
364|Bilibino|2|turbine_supplier|WRONG|HIGH|no|Brno Machine-Building Works (Czechoslovak)|ru.wikipedia.org/Билибинская_АЭС
365|Bilibino|3|architect_engineer|WRONG|MED|no|Ural Branch of VNIPIET (VGNIPKII)|ru.wikipedia.org/Билибинская_АЭС
365|Bilibino|3|constructor|WRONG|HIGH|no|Magadanenergostroi trust|ru.wikipedia.org/Билибинская_АЭС
365|Bilibino|3|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org/Билибинская_АЭС — channel-type, no RPV
365|Bilibino|3|turbine_supplier|WRONG|HIGH|no|Brno Machine-Building Works (Czechoslovak)|ru.wikipedia.org/Билибинская_АЭС
366|Bilibino|4|architect_engineer|WRONG|MED|no|Ural Branch of VNIPIET (VGNIPKII)|ru.wikipedia.org/Билибинская_АЭС
366|Bilibino|4|constructor|WRONG|HIGH|no|Magadanenergostroi trust|ru.wikipedia.org/Билибинская_АЭС
366|Bilibino|4|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org/Билибинская_АЭС — channel-type, no RPV
366|Bilibino|4|turbine_supplier|WRONG|HIGH|no|Brno Machine-Building Works (Czechoslovak)|ru.wikipedia.org/Билибинская_АЭС
367|Kalinin|1|architect_engineer|WRONG|HIGH|no|Gorky branch of Teploelektroproekt (predecessor of Nizhny Novgorod Atomenergoproekt)|ru.wikipedia.org/Калининская_АЭС — "Горьковским отделением института «Теплоэлектропроект»"
367|Kalinin|1|constructor|WRONG|MED|no|not Atomstroyexport — founded 1998; unit 1 commissioned 1984|date contradiction: Atomstroyexport founding (1998) vs. Kalinin unit 1 commercial operation (1984)
367|Kalinin|1|rpv_manufacturer|UNVERIFIABLE|N/A|no||ru.wikipedia.org/Калининская_АЭС does not name a vessel manufacturer
367|Kalinin|1|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkov Production Association)|ru.wikipedia.org/Калининская_АЭС — "Харьковское производственное объединение «Турбоатом»"
368|Kalinin|2|architect_engineer|WRONG|HIGH|no|Gorky branch of Teploelektroproekt|ru.wikipedia.org/Калининская_АЭС
368|Kalinin|2|constructor|WRONG|MED|no|not Atomstroyexport — founded 1998; unit 2 commissioned 1986|date contradiction, same as unit 1
368|Kalinin|2|rpv_manufacturer|UNVERIFIABLE|N/A|no||not named in source
368|Kalinin|2|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkov Production Association)|ru.wikipedia.org/Калининская_АЭС
369|Kalinin|3|architect_engineer|WRONG|HIGH|no|Nizhny Novgorod Atomenergoproekt (successor name of the Gorky branch of Teploelektroproekt)|ru.wikipedia.org/Калининская_АЭС
369|Kalinin|3|constructor|UNVERIFIABLE|N/A|no||unit 3 commissioned 2004 (postdates Atomstroyexport's 1998 founding, so plausible unlike units 1-2) but no direct confirmation found this session
369|Kalinin|3|rpv_manufacturer|UNVERIFIABLE|N/A|no||not named in source
369|Kalinin|3|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkov Production Association)|ru.wikipedia.org/Калининская_АЭС — source states Turboatom supplied all the plant's 1000 MW turbogenerators
370|Kalinin|4|architect_engineer|WRONG|HIGH|no|Nizhny Novgorod Atomenergoproekt|ru.wikipedia.org/Калининская_АЭС
370|Kalinin|4|constructor|UNVERIFIABLE|N/A|no||unit 4 commissioned 2011/2012 (postdates Atomstroyexport founding, plausible) but not directly confirmed
370|Kalinin|4|rpv_manufacturer|UNVERIFIABLE|N/A|no||not named in source
370|Kalinin|4|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkov Production Association)|ru.wikipedia.org/Калининская_АЭС
371|Kola|1|architect_engineer|UNVERIFIABLE|N/A|no||regional AE institute not identified in source
371|Kola|1|constructor|UNVERIFIABLE|N/A|no||ru.wikipedia.org/Кольская_АЭС — Minsredmash is a ministry; no construction trust named
371|Kola|1|rpv_manufacturer|UNVERIFIABLE|N/A|no||not named in source (Izhora is a plausible candidate for this VVER-440 era, pre-Atommash, but not directly confirmed)
371|Kola|1|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Кольская_АЭС — "турбинами К-220-44-3 Харьковского турбинного завода"
372|Kola|2|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
372|Kola|2|constructor|UNVERIFIABLE|N/A|no||same as unit 1
372|Kola|2|rpv_manufacturer|UNVERIFIABLE|N/A|no||same as unit 1
372|Kola|2|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Кольская_АЭС
373|Kola|3|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
373|Kola|3|constructor|UNVERIFIABLE|N/A|no||same as unit 1
373|Kola|3|rpv_manufacturer|UNVERIFIABLE|N/A|no||same as unit 1
373|Kola|3|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Кольская_АЭС (source did not separately distinguish V-213 turbine model from V-230, but same plant/supplier)
374|Kola|4|architect_engineer|UNVERIFIABLE|N/A|no||same as unit 1
374|Kola|4|constructor|UNVERIFIABLE|N/A|no||same as unit 1
374|Kola|4|rpv_manufacturer|UNVERIFIABLE|N/A|no||same as unit 1
374|Kola|4|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Кольская_АЭС
375|Kursk 1|1|architect_engineer|CONFIRMED|HIGH|yes||en.wikipedia.org/Kursk_Nuclear_Power_Plant — "The general designer of Kursk I was Atomenergoproject (Moscow)" — matches input, and confirms the Moscow-specific branch
375|Kursk 1|1|constructor|WRONG|MED|no|Tsentroenergomontazh trust performed reactor installation/construction|ru.wikipedia.org/Курская_АЭС — "Установку первого реактора производили несколько бригад треста «Центроэнергомонтаж»"
375|Kursk 1|1|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK-1000 is a channel-type reactor with no single pressure vessel — well-established design characteristic, consistent across en/ru Wikipedia RBMK coverage
375|Kursk 1|1|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Курская_АЭС — "две турбины К-500-65/3000 (производства Харьковского турбинного завода)"
376|Kursk 1|2|architect_engineer|CONFIRMED|HIGH|yes||en.wikipedia.org/Kursk_Nuclear_Power_Plant — Atomenergoproject (Moscow)
376|Kursk 1|2|constructor|WRONG|MED|no|Tsentroenergomontazh trust|ru.wikipedia.org/Курская_АЭС
376|Kursk 1|2|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK-1000 channel-type, no RPV
376|Kursk 1|2|turbine_supplier|WRONG|HIGH|no|Turboatom (Kharkiv Turbine Plant)|ru.wikipedia.org/Курская_АЭС
377|Kursk 1|3|architect_engineer|CONFIRMED|MED|yes||en.wikipedia.org Kursk Nuclear Power Plant ("General Designer: Atomenergoproject (Moscow)")
377|Kursk 1|3|constructor|WRONG|MED|no|Kurskatomenergostroy (construction trust; Minsredmash was the overseeing ministry, not the builder)|en.wikipedia.org Kursk Nuclear Power Plant
377|Kursk 1|3|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
377|Kursk 1|3|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|ru.wikipedia.org Курская АЭС ("две турбины К-500-65/3000... производства Харьковского турбинного завода"); en.wikipedia.org Turboatom
378|Kursk 1|4|architect_engineer|CONFIRMED|MED|yes||en.wikipedia.org Kursk Nuclear Power Plant ("General Designer: Atomenergoproject (Moscow)")
378|Kursk 1|4|constructor|WRONG|MED|no|Kurskatomenergostroy (construction trust; Minsredmash was the overseeing ministry, not the builder)|en.wikipedia.org Kursk Nuclear Power Plant
378|Kursk 1|4|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
378|Kursk 1|4|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|ru.wikipedia.org Курская АЭС ("две турбины К-500-65/3000... производства Харьковского турбинного завода"); en.wikipedia.org Turboatom
379|Kursk 2|1|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from ru.wikipedia.org Ростовская АЭС (Gorky/Nizhny Novgorod design institute lineage) plus Rosatom's domestic VVER-1200 "AES-2006" program structure
379|Kursk 2|1|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE (post-2012 NIAEP+Atomstroyexport merger)
379|Kursk 2|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||no plant-specific source distinguishing Izhora vs Atommash for the Kursk II vessel
379|Kursk 2|1|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org Kursk Nuclear Power Plant ("Turbine Supplier: Power Machines PJSC... low-speed turbine-generator" for Kursk II)
380|Kursk 2|2|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from ru.wikipedia.org Ростовская АЭС (Gorky/Nizhny Novgorod design institute lineage) plus Rosatom's domestic VVER-1200 "AES-2006" program structure
380|Kursk 2|2|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE (post-2012 NIAEP+Atomstroyexport merger)
380|Kursk 2|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||no plant-specific source distinguishing Izhora vs Atommash for the Kursk II vessel
380|Kursk 2|2|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org Kursk Nuclear Power Plant ("Turbine Supplier: Power Machines PJSC... low-speed turbine-generator" for Kursk II)
381|Leningrad 1|1|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found; general RBMK-program literature credits the Leningrad-based institute VNIPIET for RBMK plant architect-engineer work, conflicting with the Atomenergoproekt default — left unresolved rather than guessed
381|Leningrad 1|1|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction-trust name found for Leningrad
381|Leningrad 1|1|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
381|Leningrad 1|1|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Leningrad NPP among plants receiving 500 MW Turboatom turbines in the early 1970s)
382|Leningrad 1|2|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found; general RBMK-program literature credits VNIPIET, conflicting with the Atomenergoproekt default — left unresolved
382|Leningrad 1|2|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction-trust name found for Leningrad
382|Leningrad 1|2|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
382|Leningrad 1|2|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Leningrad NPP among 500 MW Turboatom-turbine plants, early 1970s)
383|Leningrad 1|3|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found; general RBMK-program literature credits VNIPIET, conflicting with the Atomenergoproekt default — left unresolved
383|Leningrad 1|3|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction-trust name found for Leningrad
383|Leningrad 1|3|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
383|Leningrad 1|3|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Leningrad NPP among 500 MW Turboatom-turbine plants, early 1970s)
384|Leningrad 1|4|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found; general RBMK-program literature credits VNIPIET, conflicting with the Atomenergoproekt default — left unresolved
384|Leningrad 1|4|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction-trust name found for Leningrad
384|Leningrad 1|4|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
384|Leningrad 1|4|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Leningrad NPP among 500 MW Turboatom-turbine plants, early 1970s)
385|Leningrad 2|1|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from ru.wikipedia.org Ростовская АЭС design-institute finding plus the domestic VVER-1200 "AES-2006" program structure
385|Leningrad 2|1|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE
385|Leningrad 2|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||Izhora (documented active on VVER-1200-class vessels for Akkuyu/Akademik Lomonosov, 2020s) and Atommash (documented on Rostov, 1988) are both plausible; no Leningrad II-specific source found
385|Leningrad 2|1|turbine_supplier|CONFIRMED|MED|yes||analogized from confirmed Kursk II Power Machines (LMZ) finding; consistent with Turboatom (Ukraine) being unavailable as a supplier for post-2014 domestic Russian builds
386|Leningrad 2|2|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from ru.wikipedia.org Ростовская АЭС design-institute finding plus the domestic VVER-1200 "AES-2006" program structure
386|Leningrad 2|2|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE
386|Leningrad 2|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||no Leningrad II-specific source distinguishing Izhora vs Atommash
386|Leningrad 2|2|turbine_supplier|CONFIRMED|MED|yes||analogized from confirmed Kursk II Power Machines (LMZ) finding
387|Novovoronezh 1|1|architect_engineer|CONFIRMED|MED|yes||consistent with en.wikipedia.org Kursk NPP source pattern and well-documented history of Atomenergoproekt (Moscow) originating the VVER series at Novovoronezh; not independently re-confirmed with a Novovoronezh-specific quote this session
387|Novovoronezh 1|1|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Novovoronezh
387|Novovoronezh 1|1|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org Нововоронежская АЭС ("Корпуса всех реакторов Нововоронежской АЭС изготовлены ПО «Ижорский завод»")
387|Novovoronezh 1|1|turbine_supplier|UNVERIFIABLE|LOW|no||turbine models (e.g. K-220-44, K-500-60) are named in ru.wikipedia.org Нововоронежская АЭС, but no manufacturer is stated
388|Novovoronezh 1|2|architect_engineer|CONFIRMED|MED|yes||consistent with Kursk source pattern and documented Atomenergoproekt (Moscow) history at Novovoronezh; not independently re-confirmed this session
388|Novovoronezh 1|2|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Novovoronezh
388|Novovoronezh 1|2|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org Нововоронежская АЭС ("Корпуса всех реакторов... Ижорский завод")
388|Novovoronezh 1|2|turbine_supplier|UNVERIFIABLE|LOW|no||turbine models named but manufacturer not stated in available source
389|Novovoronezh 1|3|architect_engineer|CONFIRMED|MED|yes||consistent with Kursk source pattern and documented Atomenergoproekt (Moscow) history at Novovoronezh; not independently re-confirmed this session
389|Novovoronezh 1|3|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Novovoronezh
389|Novovoronezh 1|3|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org Нововоронежская АЭС ("Корпуса всех реакторов... Ижорский завод")
389|Novovoronezh 1|3|turbine_supplier|UNVERIFIABLE|LOW|no||turbine models named but manufacturer not stated in available source
390|Novovoronezh 1|4|architect_engineer|CONFIRMED|MED|yes||consistent with Kursk source pattern and documented Atomenergoproekt (Moscow) history at Novovoronezh; not independently re-confirmed this session
390|Novovoronezh 1|4|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Novovoronezh
390|Novovoronezh 1|4|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org Нововоронежская АЭС ("Корпуса всех реакторов... Ижорский завод")
390|Novovoronezh 1|4|turbine_supplier|UNVERIFIABLE|LOW|no||turbine models named but manufacturer not stated in available source
391|Novovoronezh 1|5|architect_engineer|CONFIRMED|MED|yes||consistent with Kursk source pattern and documented Atomenergoproekt (Moscow) history at Novovoronezh; not independently re-confirmed this session
391|Novovoronezh 1|5|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Novovoronezh
391|Novovoronezh 1|5|rpv_manufacturer|CONFIRMED|HIGH|yes||ru.wikipedia.org Нововоронежская АЭС ("Корпуса всех реакторов... Ижорский завод")
391|Novovoronezh 1|5|turbine_supplier|UNVERIFIABLE|LOW|no||turbine models named but manufacturer not stated in available source
392|Novovoronezh 2|1|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from Rostov design-institute finding plus the domestic VVER-1200 "AES-2006" program structure
392|Novovoronezh 2|1|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE
392|Novovoronezh 2|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||the "all reactors = Izhora" quote comes from the original-station article and predates/is ambiguous about the new AES-2006 units built 2016-2019; not extended without direct confirmation
392|Novovoronezh 2|1|turbine_supplier|CONFIRMED|MED|yes||analogized from confirmed Kursk II Power Machines (LMZ) finding
393|Novovoronezh 2|2|architect_engineer|WRONG|MED|no|AO ASE / NIAEP (Nizhny Novgorod Atomenergoproekt), not Moscow Atomenergoproekt|analogized from Rostov design-institute finding plus the domestic VVER-1200 "AES-2006" program structure
393|Novovoronezh 2|2|constructor|CONFIRMED|MED|yes||Atomstroyexport is the historically correct label; current legal successor is JSC ASE
393|Novovoronezh 2|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same ambiguity as Novovoronezh 2 unit 1
393|Novovoronezh 2|2|turbine_supplier|CONFIRMED|MED|yes||analogized from confirmed Kursk II Power Machines (LMZ) finding
394|Rostov|1|architect_engineer|WRONG|HIGH|no|Gorky/Nizhny Novgorod branch of Teploelektroproekt (now AO ASE), not Moscow Atomenergoproekt|ru.wikipedia.org Ростовская АЭС ("Технический проект станции был разработан Горьковским отделением института Теплоэлектропроект... в настоящее время АО ИК «АСЭ»")
394|Rostov|1|constructor|UNVERIFIABLE|LOW|no||general designer confirmed (see architect_engineer) but no explicit general-contractor entity found in available sources
394|Rostov|1|rpv_manufacturer|WRONG|HIGH|no|Atommash (Volgodonsk)|ru.wikipedia.org Ростовская АЭС ("В июне 1988 года на первый энергоблок с завода «Атоммаш» был доставлен корпус ядерного реактора")
394|Rostov|1|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (lists Rostov NPP among plants receiving 1000 MW Turboatom turbines, manufactured 1982-1985)
395|Rostov|2|architect_engineer|WRONG|HIGH|no|Gorky/Nizhny Novgorod branch of Teploelektroproekt (now AO ASE), not Moscow Atomenergoproekt|ru.wikipedia.org Ростовская АЭС (plant-wide design-institute statement)
395|Rostov|2|constructor|UNVERIFIABLE|LOW|no||same as unit 1 — no explicit general-contractor entity found
395|Rostov|2|rpv_manufacturer|WRONG|MED|no|Atommash (Volgodonsk)|analogized from unit-1-specific Atommash delivery record; same plant/regional supplier
395|Rostov|2|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (plant-wide 1000 MW turbine listing)
396|Rostov|3|architect_engineer|WRONG|HIGH|no|Gorky/Nizhny Novgorod branch of Teploelektroproekt (now AO ASE), not Moscow Atomenergoproekt|ru.wikipedia.org Ростовская АЭС (plant-wide design-institute statement)
396|Rostov|3|constructor|UNVERIFIABLE|LOW|no||same as unit 1 — no explicit general-contractor entity found
396|Rostov|3|rpv_manufacturer|WRONG|MED|no|Atommash (Volgodonsk)|analogized from unit-1-specific Atommash delivery record; same plant/regional supplier
396|Rostov|3|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (plant-wide 1000 MW turbine listing)
397|Rostov|4|architect_engineer|WRONG|HIGH|no|Gorky/Nizhny Novgorod branch of Teploelektroproekt (now AO ASE), not Moscow Atomenergoproekt|ru.wikipedia.org Ростовская АЭС (plant-wide design-institute statement)
397|Rostov|4|constructor|UNVERIFIABLE|LOW|no||same as unit 1 — no explicit general-contractor entity found
397|Rostov|4|rpv_manufacturer|WRONG|MED|no|Atommash (Volgodonsk)|analogized from unit-1-specific Atommash delivery record; same plant/regional supplier
397|Rostov|4|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (plant-wide 1000 MW turbine listing)
398|Smolensk|1|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found for Smolensk's design institute
398|Smolensk|1|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Smolensk
398|Smolensk|1|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
398|Smolensk|1|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Smolensk NPP among 500 MW Turboatom-turbine plants, early 1970s)
399|Smolensk|2|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found for Smolensk's design institute
399|Smolensk|2|constructor|UNVERIFIABLE|LOW|no||Minsredmash is a ministry, not a builder; no sourced successor construction entity found for Smolensk
399|Smolensk|2|rpv_manufacturer|CONFIRMED|HIGH|yes||RBMK channel-type reactor has no single pressure vessel (general RBMK design fact)
399|Smolensk|2|turbine_supplier|WRONG|HIGH|no|Kharkiv Turbine Plant (Turboatom)|en.wikipedia.org Turboatom (explicitly lists Smolensk NPP among 500 MW Turboatom-turbine plants, early 1970s)
400|Smolensk|3|architect_engineer|UNVERIFIABLE|LOW|no||no direct source found for Smolensk's design institute
